,,Model,Family,Line,Platform,"Product ID Tray","Product ID Boxed","Product ID MPK","Launch Date","# of CPU Cores","# of Threads","Graphics Core Count","Base Clock","Max. Boost Clock ¹ ²","All Core Boost Speed","Total L1 Cache","Total L2 Cache","Total L3 Cache","Unlocked for Overclocking","Processor Technology for CPU Cores","CPU Socket","Socket Count","PCI Express® Version","Thermal Solution PIB","Thermal Solution MPK","Default TDP","AMD Configurable TDP (cTDP)","Max. Operating Temperature (Tjmax)","*OS Support","System Memory Specification","System Memory Type","Memory Channels","Per Socket Mem BW","Graphics Frequency","GPU Base","Graphics Model","Supported Technologies","Workload Affinity"
,on,"A6-7310 with Radeon™ R4 Graphics","AMD A-Series Processors","AMD A6-Series APU for AIOs",All-in-One,AM7310JBY44JBD,n/a,,,4,4,,2.0GHz,"Up to 2.4GHz",,,2MB,,No,28nm,FP4,,,,,,,90°C,,"Up to 1866MHz",DDR3L,1,,"800 MHz",,"AMD Radeon™ R4 Graphics","Virtualization, AES, Catalyst Software, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 12 Technology, FMA4, AVX",
,on,"880K with Near Silent Thermal Solution","AMD Athlon™ Processors","AMD Athlon™ X4","Boxed Processor",n/a,AD880KXBJCSBX,,,4,,,4.0GHz,"Up to 4.2GHz",,256KB,4MB,,Yes,28nm,FM2+,,,"Near Silent 125W",,95W,,72.40°C,,"Up to 2133MHz",DDR3,2,,,,"Discrete Graphics Card Required","AES, AVX, FMA4",
,on,"A4-7210 with Radeon™ R3 Graphics","AMD A-Series Processors","AMD A4-Series APU for AIOs",All-in-One,AM7210JBY44JBD,n/a,,,4,4,,1.8GHz,"Up to 2.2GHz",,,2MB,,No,28nm,FP4,,,,,65W,,90°C,,"Up to 1600MHz",DDR3L,1,,"686 MHz",,"AMD Radeon™ R3 Graphics","Virtualization, AES, Catalyst Software, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 12 Technology, FMA4, AVX",
,on,"870K with Near Silent Thermal Solution","AMD Athlon™ Processors","AMD Athlon™ X4","Boxed Processor",n/a,AD870KXBJCSBX,,,4,4,,3.9GHz,"Up to 4.1GHz",,128KB,4MB,,Yes,28nm,FM2+,,"PCIe 3.0","Near Silent 95W",,95W,,72.40°C,,"Up to 2133MHz",DDR3,2,,,,"Discrete Graphics Card Required","AES, AVX, FMA4",
,on,860K,"AMD Athlon™ Processors","AMD Athlon™ X4",Desktop,AD860KXBI44JA,n/a,,,4,4,,3.7GHz,"Up to 4.0GHz",,128KB,4MB,,Yes,28nm,FM2+,,"PCIe 3.0",,,95W,,72.40°C,,"Up to 2133MHz",DDR3,2,,,,"Discrete Graphics Card Required","AES, AVX, FMA4",
,on,"A10-6800B with Radeon™ HD 8670D","AMD A-Series Processors","AMD Business Class - Quad-Core A10-Series APU for Desktops",Desktop,AD680BWOA44HL,n/a,,,4,4,,4.1GHz,"Up to 4.4GHz",,192KB,4MB,,No,"32nm SOI",FM2,,,,,45W,,74°C,,"Up to 2133MHz",DDR3,2,,"844 MHz",,"AMD Radeon™ HD 8670D","Virtualization, AES, Catalyst Software, Switchable Graphics, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, RAID Support, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 11, FMA4, AVX",
,on,"A10-6790B with Radeon™ HD 8670D","AMD A-Series Processors","AMD Business Class - Quad-Core A10-Series APU for Desktops",Desktop,AD679BWOA44HL,n/a,,,4,4,,4.0GHz,"Up to 4.3GHz",,192KB,4MB,,No,"32nm SOI",FM2,,,,,45W,,74°C,,"Up to 1866MHz",DDR3,2,,"844 MHz",,"AMD Radeon™ HD 8670D","Virtualization, AES, Catalyst Software, Switchable Graphics, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, RAID Support, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 11, FMA4, AVX",
,on,"860K with Near Silent Thermal Solution","AMD Athlon™ Processors","AMD Athlon™ X4","Boxed Processor",n/a,AD860KXBJASBX,,,4,4,,3.7GHz,"Up to 4.0GHz",,128KB,4MB,,Yes,28nm,FM2+,,"PCIe 3.0","Near Silent 95W",,95W,,72.40°C,,"Up to 2133MHz",DDR3,2,,,,"Discrete Graphics Card Required","AES, AVX, FMA4",
,on,"845 with Near Silent Thermal Solution","AMD Athlon™ Processors","AMD Athlon™ X4","Boxed Processor",n/a,AD845XACKASBX,,,4,4,,3.5GHz,"Up to 3.8GHz",,,2MB,,No,28nm,FM2+,,"PCIe 3.0","Near Silent 95W",,,,71.30°C,,"Up to 2133MHz",DDR3,2,,,,"Discrete Graphics Card Required","AES, AVX, FMA4",
,on,"A8-6500B with Radeon™ HD 8570D","AMD A-Series Processors","AMD Business Class - Quad-Core A8-Series APU for Desktops",Desktop,AD650BOKA44HL,n/a,,,4,4,,3.5GHz,"Up to 4.1GHz",,192KB,4MB,,No,"32nm SOI",FM2,,,,,65W,,71.30°C,,"Up to 1866MHz",DDR3,2,,"800 MHz",,"AMD Radeon™ HD 8570D","Virtualization, AES, Catalyst Software, Switchable Graphics, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, RAID Support, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 11, FMA4, AVX",
,on,760K,"AMD Athlon™ Processors","AMD Athlon™ X4","Boxed Processor",AD760KWOA44HL,AD760KWOHLBOX,,,4,4,,3.8GHz,"Up to 4.1GHz",,,4MB,,Yes,32nm,FM2,,"Not Listed",,,100W,,,,,"Not Listed",,,,,"Discrete Graphics Card Required",,
,on,750,"AMD Athlon™ Processors","AMD Athlon™ X4","Boxed Processor",AD750XOKA44HL,AD750KWOHJBOX,,,4,,,3.4GHz,"Up to 4.0GHz",,192KB,4MB,,No,,FM2,,n/a,,,65W,,71.30°C,,"Up to 1866MHz",DDR3,2,,,,"Discrete Graphics Card Required","AVX, FMA4",
,on,"A6-6420B with Radeon™ HD 8470D","AMD A-Series Processors","AMD Business Class - Dual-Core A6-Series APU for Desktops",Desktop,AD642BOKA23HL,n/a,,,2,2,,4.0GHz,"Up to 4.2GHz",,96KB,1MB,,No,"32nm SOI",FM2,,,,,65W,,70°C,,"Up to 1866MHz",DDR3,2,,"800 MHz",,"AMD Radeon™ HD 8470D","Virtualization, AES, Catalyst Software, Switchable Graphics, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, RAID Support, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 11, FMA4, AVX",
,on,750K,"AMD Athlon™ Processors","AMD Athlon™ X4","Boxed Processor",AD750KWOA44HJ,AD750KWOHJBOX,,,4,4,,3.4GHz,"Up to 4.0GHz",,,4MB,,No,32nm,FM2,,"Not Listed",,,100W,,,,,"Not Listed",,,,,"Discrete Graphics Card Required",,
,on,740,"AMD Athlon™ Processors","AMD Athlon™ X4","Boxed Processor",AD740XOKA44HJ,AD740XOKHJBOX,,,4,4,,3.2GHz,"Up to 3.7GHz",,,4MB,,No,32nm,FM2,,"Not Listed",,,65W,,,,,"Not Listed",,,,,"Discrete Graphics Card Required",,
,on,"A6-6400B with Radeon™ HD 8470D","AMD A-Series Processors","AMD Business Class - Dual-Core A6-Series APU for Desktops",Desktop,AD640BOKA23HL,n/a,,,2,2,,3.9GHz,"Up to 4.1GHz",,96KB,1MB,,No,"32nm SOI",FM2,,,,,65W,,70°C,,"Up to 1866MHz",DDR3,2,,"800 MHz",,"AMD Radeon™ HD 8470D","Virtualization, AES, Catalyst Software, Switchable Graphics, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, RAID Support, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 11, FMA4, AVX",
,on,2800+,"AMD Sempron™","AMD Sempron™",Desktop,AXDA2800DKV4D,n/a,,,,,,56MHz,,,,,,No,65nm,939,,n/a,,,45W,,70°C,,,"Not Listed",,,,,"Discrete Graphics Card Required",,
,on,X1150,"AMD Opteron™","AMD Opteron™ X1100 Series Processors",Server,OX1150IPJ44HM,n/a,,,4,4,,2.0GHz,,,,2MB,,No,28nm,FT3,,n/a,,,17W,,70°C,,"Up to 800MHz",DDR3,,,,,,,
,on,"6386 SE","AMD Opteron™","AMD Opteron™ 6300 Series Processor",Server,OS6386YETGGHK,n/a,,,16,16,,2.8GHz,"Up to 3.5GHz",,48KB,16MB,16MB,No,32nm,G34,,n/a,,,140W,,64.40°C,,"Up to 2000MHz",DDR3,,,,,,,
,on,6380,"AMD Opteron™","AMD Opteron™ 6300 Series Processor",Server,OS6380WKTGGHK,n/a,,,16,16,,2.5GHz,"Up to 3.4GHz",,768KB,16MB,16MB,No,32nm,G34,,n/a,,,115W,,69°C,,"Up to 2000MHz",DDR3,,,,,,,
,on,"A10 PRO-7850B with Radeon™ R7 Graphics","AMD PRO A-Series Processors","AMD PRO A-Series A10 APU for Desktops",Desktop,AD785BXBI44JA,n/a,,,4,4,8,3.7GHz,"Up to 4.0GHz",,256KB,4MB,,No,28nm,FM2+,,,,,95W,,72.40°C,,"Up to 2133MHz",DDR3,2,,"720 MHz",,"AMD Radeon™ R7 Graphics","Virtualization, AES, Catalyst Software, AMD Radeon™ Dual Graphics, AMD Elite Experiences, IOMMU v2.0, Out of Band Manageability, Per Core Power Gating (CC6), AMD PowerNow!™, AMD PowerTune Technology, RAID Support, System Image Stability, AMD TrueAudio Technology, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, Heterogeneous System Architecture (HSA), AMD Mantle API, DirectX® 12 Technology, FMA4, AVX",
,on,6378,"AMD Opteron™","AMD Opteron™ 6300 Series Processor",Server,OS6378WKTGGHK,n/a,,,16,16,,2.4GHz,"Up to 3.3GHz",,768KB,16MB,16MB,No,32nm,G34,,n/a,,,115W,,69°C,,"Up to 2000MHz",DDR3,,,,,,,
,on,6376,"AMD Opteron™","AMD Opteron™ 6300 Series Processor",Server,OS6376WKTGGHK,n/a,,,16,16,,2.3GHz,"Up to 2.0GHz",,768KB,16MB,16MB,No,32nm,G34,,n/a,,,115W,,69°C,,"Up to 2000MHz",DDR3,,,,,,,
,on,"A10 PRO-7800B with Radeon™ R7 Graphics","AMD PRO A-Series Processors","AMD PRO A-Series A10 APU for Desktops",Desktop,AD780BYBI44JA,n/a,,,4,4,8,3.5GHz,"Up to 3.9GHz",,256KB,4MB,,No,28nm,FM2+,,,,,65W,35W/65WW,71.30°C,,"Up to 2133MHz",DDR3,2,,"720 MHz",,"AMD Radeon™ R7 Graphics","Virtualization, AES, Catalyst Software, AMD Elite Experiences, IOMMU v2.0, Out of Band Manageability, Per Core Power Gating (CC6), AMD PowerNow!™, AMD PowerTune Technology, RAID Support, System Image Stability, AMD TrueAudio Technology, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, Heterogeneous System Architecture (HSA), AMD Mantle API, DirectX® 12 Technology, FMA4, AVX",
,on,6370P,"AMD Opteron™","AMD Opteron™ 6300 Series Processor",Server,OS6370WQTGGHK,n/a,,,16,16,,2.0GHz,"Up to 2.5GHz",,48KB,16MB,16MB,No,32nm,G34,,n/a,,,99W,,69°C,,"Up to 2000MHz",DDR3,,,,,,,
,on,"A8 PRO-7600B with Radeon™ R7 Graphics","AMD PRO A-Series Processors","AMD PRO A-Series A8 APU for Desktops",Desktop,AD760BYBI44JA,n/a,,,4,4,6,3.1GHz,"Up to 3.8GHz",,,4MB,,No,28nm,FM2+,,,,,65W,35W/65WW,71.30°C,,"Up to 2133MHz",DDR3,2,,"720 MHz",,"AMD Radeon™ R7 Graphics","Virtualization, AES, Catalyst Software, AMD Elite Experiences, IOMMU v2.0, Out of Band Manageability, Per Core Power Gating (CC6), AMD PowerNow!™, AMD PowerTune Technology, RAID Support, System Image Stability, AMD TrueAudio Technology, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, Heterogeneous System Architecture (HSA), AMD Mantle API, DirectX® 12 Technology, FMA4, AVX",
,on,"A6 PRO-7400B with Radeon™ R5 Graphics","AMD PRO A-Series Processors","AMD PRO A-Series A6 APU for Desktops",Desktop,AD740BYBI23JA,n/a,,,2,2,4,3.5GHz,"Up to 3.9GHz",,,1MB,,No,28nm,FM2+,,,,,65W,35W/65WW,70°C,,"Up to 1866MHz",DDR3,2,,"756 MHz",,"AMD Radeon™ R5 Graphics","Virtualization, AES, Catalyst Software, AMD Radeon™ Dual Graphics, AMD Elite Experiences, IOMMU v2.0, Out of Band Manageability, Per Core Power Gating (CC6), AMD PowerNow!™, AMD PowerTune Technology, RAID Support, System Image Stability, AMD TrueAudio Technology, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, Heterogeneous System Architecture (HSA), DirectX® 12 Technology, FMA4, AVX",
,on,"6366 HE","AMD Opteron™","AMD Opteron™ 6300 Series Processor",Server,OS6366VATGGHK,n/a,,,16,16,,1.8GHz,"Up to 3.1GHz",,768KB,16MB,16MB,No,32nm,G34,,n/a,,,85W,,65°C,,"Up to 1800MHz",DDR3,,,,,,,
,on,"A4 PRO-7350B with Radeon™ R5 Graphics","AMD PRO A-Series Processors","AMD PRO A-Series A4 APU for Desktops",Desktop,AD735BYBI23JA,n/a,,,2,2,3,3.4GHz,"Up to 3.8GHz",,,1MB,,No,28nm,FM2+,,,,,65W,35W/65WW,70°C,,"Up to 1866MHz",DDR3,2,,"514 MHz",,"AMD Radeon™ R5 Graphics","Virtualization, AES, Catalyst Software, AMD Radeon™ Dual Graphics, AMD Elite Experiences, IOMMU v2.0, Out of Band Manageability, Per Core Power Gating (CC6), AMD PowerNow!™, AMD PowerTune Technology, RAID Support, System Image Stability, AMD TrueAudio Technology, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, Heterogeneous System Architecture (HSA), DirectX® 12 Technology, FMA4, AVX",
,on,6348,"AMD Opteron™","AMD Opteron™ 6300 Series Processor",Server,OS6348WKTCGHK,n/a,,,12,12,,2.8GHz,"Up to 3.4GHz",,576KB,12MB,16MB,No,32nm,G34,,n/a,,,115W,,70.40°C,,"Up to 2000MHz",DDR3,,,,,,,
,on,"A4 PRO-7300B with Radeon™ HD 8470D","AMD PRO A-Series Processors","AMD PRO A-Series A4 APU for Desktops",Desktop,AD730BOKA23H,n/a,,,2,2,,3.8GHz,"Up to 4.0GHz",,96KB,1MB,,No,"32nm SOI",FM2,,,,,65W,,70°C,,"Up to 1600MHz",DDR3,2,,"800 MHz",,"AMD Radeon™ HD 8470D","Virtualization, AES, Catalyst Software, Switchable Graphics, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 11, FMA4, AVX",
,on,6344,"AMD Opteron™","AMD Opteron™ 6300 Series Processor",Server,OS6344WKTCGHK,n/a,,,12,12,,2.6GHz,"Up to 2.0GHz",,576KB,12MB,16MB,No,32nm,G34,,n/a,,,115W,,70.40°C,,"Up to 2000MHz",DDR3,,,,,,,
,on,"A10 PRO-7350B with Radeon™ R6 Graphics","AMD PRO A-Series Processors","AMD PRO A-Series A10 APU for Laptops",Laptop,AM735BECH44JA,n/a,,,4,4,6,2.1GHz,"Up to 3.3GHz",,,4MB,,No,28nm,FP3,,,,,19W,,,,"Up to 1600MHz",DDR3/DDR3L,2,,"553 MHz",,"AMD Radeon™ R6 Graphics","Virtualization, AES, Catalyst Software, AMD Frame Rate Target Control, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Out of Band Manageability, Per Core Power Gating (CC6), AMD PowerNow!™, RAID Support, System Image Stability, AMD TrueAudio Technology, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, Heterogeneous System Architecture (HSA), AMD Mantle API, DirectX® 12 Technology, FMA4, AVX",
,on,6338P,"AMD Opteron™","AMD Opteron™ 6300 Series Processor",Server,OS6338WQTCGHK,n/a,,,12,12,,2.3GHz,"Up to 2.8GHz",,48KB,12MB,16MB,No,32nm,G34,,n/a,,,99W,,69°C,,"Up to 2000MHz",DDR3,,,,,,,
,on,6328,"AMD Opteron™","AMD Opteron™ 6300 Series Processor",Server,OS6328WKT8GHK,n/a,,,8,8,,3.2GHz,"Up to 3.8GHz",,384KB,8MB,16MB,No,32nm,G34,,n/a,,,115W,,71.70°C,,"Up to 2000MHz",DDR3,,,,,,,
,on,"A8 PRO-7150B with Radeon™ R5 Graphics","AMD PRO A-Series Processors","AMD PRO A-Series A8 APU for Laptops",Laptop,AM715BECH44JA,n/a,,,4,4,6,1.9GHz,"Up to 3.2GHz",,,4MB,,No,28nm,FP3,,,,,100W,,,,"Up to 1600MHz",DDR3/DDR3L,2,,"533 MHz",,"AMD Radeon™ R5 Graphics","Virtualization, AES, Catalyst Software, AMD Frame Rate Target Control, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Out of Band Manageability, Per Core Power Gating (CC6), AMD PowerNow!™, RAID Support, System Image Stability, AMD TrueAudio Technology, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, Heterogeneous System Architecture (HSA), AMD Mantle API, DirectX® 12 Technology, FMA4, AVX",
,on,6320,"AMD Opteron™","AMD Opteron™ 6300 Series Processor",Server,OS6320WKT8GHK,n/a,,,8,8,,2.8GHz,"Up to 3.3GHz",,384KB,8MB,16MB,No,32nm,G34,,n/a,,,115W,,71.70°C,,"Up to 2000MHz",DDR3,,,,,,,
,on,"A6 PRO-7050B with Radeon™ R4 Graphics","AMD PRO A-Series Processors","AMD PRO A-Series A6 APU for Laptops",Laptop,AM705BECH23JA,n/a,,,2,2,3,2.2GHz,"Up to 3.0GHz",,,1MB,,No,28nm,FP3,,,,,100W,,,,"Up to 1600MHz",DDR3/DDR3L,2,,"533 MHz",,"AMD Radeon™ R4 Graphics","Virtualization, AES, Catalyst Software, AMD Frame Rate Target Control, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Out of Band Manageability, Per Core Power Gating (CC6), AMD PowerNow!™, RAID Support, System Image Stability, AMD TrueAudio Technology, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, Heterogeneous System Architecture (HSA), AMD Mantle API, DirectX® 12 Technology, FMA4, AVX",
,on,6308,"AMD Opteron™","AMD Opteron™ 6300 Series Processor",Server,OS6308WKT4GHK,n/a,,,4,4,,3.5GHz,,,192KB,4MB,16MB,No,32nm,G34,,n/a,,,115W,,74.40°C,,"Up to 2000MHz",DDR3,,,,,,,
,on,"A4 PRO-3350B with Radeon™ R4 Graphics","AMD PRO A-Series Processors","AMD PRO A-Series A4 APU for Laptops",Laptop,AM335BITJ44JB,n/a,,"Q2 2016",4,4,2,2.0GHz,"Up to 2.4GHz",,,2MB,,No,28nm,FT3b,,,,,15W,,90°C,,"Up to 1600MHz",DDR3,1,,"800 MHz",,"AMD Radeon™ R4 Graphics","Virtualization, DirectX® 12 Technology, AES, AMD App Acceleration, AVX, Catalyst Software, AMD Enduro™ Technology, FMA4, Unified Video Decoder (UVD), Video Code Engine (VCE), The Vulkan® API, Switchable Graphics, AMD Elite Experiences, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, RAID Support, Enhanced Virus Protection, AMD HD3D Technology",
,on,"6284 SE","AMD Opteron™","AMD Opteron™ 6200 Series Processor",Server,OS6284YETGGGU,n/a,,,16,16,,2.7GHz,"Up to 3.4GHz",,768KB,16MB,16MB,No,32nm,G34,,n/a,,,140W,,64.40°C,,"Up to 2000MHz",DDR3,,,,,,,
,on,"A4 PRO-3340B with Radeon™ HD 8240 Graphics","AMD PRO A-Series Processors","AMD PRO A-Series A4 APU for Laptops",Laptop,AM334BIAJ44HM,n/a,,,4,4,2,2.2GHz,,,,2MB,,No,28nm,FT3,,,,,25W,,,,"Up to 1600MHz",DDR3/DDR3L,1,,"400 MHz",,"AMD Radeon™ HD 8240 Graphics","Virtualization, AES, Catalyst Software, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, RAID Support, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 12 Technology, FMA4, AVX",
,on,"6282 SE","AMD Opteron™","AMD Opteron™ 6200 Series Processor",Server,OS6282YETGGGU,n/a,,,16,16,,2.6GHz,"Up to 3.3GHz",,768KB,16MB,16MB,No,32nm,G34,,n/a,,,140W,,64.40°C,,"Up to 2000MHz",DDR3,,,,,,,
,on,"FX-7600P with Radeon™ R7 Graphics","AMD FX-Series Processors","AMD FX-Series Processors for Laptops",Laptop,FM760PDGH44JA,n/a,,,4,4,8,2.7GHz,"Up to 3.6GHz",,,4MB,,No,28nm,FP3,,,,,35W,,,,"Up to 2133MHz",DDR3,2,,"686 MHz",,"AMD Radeon™ R7 Graphics","Virtualization, AES, Catalyst Software, AMD Frame Rate Target Control, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Out of Band Manageability, Per Core Power Gating (CC6), AMD PowerNow!™, System Image Stability, AMD TrueAudio Technology, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, Heterogeneous System Architecture (HSA), AMD Mantle API, DirectX® 12 Technology, FMA4, AVX",
,on,"AMD Athlon™ 3000G","AMD Athlon™ Processors","AMD Athlon™ Desktop Processors with Radeon™ Graphics","Boxed Processor",YD3000C6M2OFH,YD3000C6FHBOX,YD3000C6FHMPK,,2,4,3,3.5GHz,,,192KB,1MB,4MB,Yes,14nm,AM4,,"PCIe® 3.0",,,35W,,95°C,"Windows 11 - 64-Bit Edition, Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2667MHz",,2,,"1100 MHz",,"Radeon™ Vega 3 Graphics",,
,on,"FX-7500 with Radeon™ R7 Graphics","AMD FX-Series Processors","AMD FX-Series Processors for Laptops",Laptop,FM7500ECH44JA,n/a,,,4,4,6,2.1GHz,"Up to 3.3GHz",,,4MB,,No,28nm,FP3,,,,,20W,,,,"Up to 1600MHz",DDR3,2,,"553 MHz",,"AMD Radeon™ R7 Graphics","Virtualization, AES, Catalyst Software, AMD Frame Rate Target Control, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Out of Band Manageability, Per Core Power Gating (CC6), AMD PowerNow!™, System Image Stability, AMD TrueAudio Technology, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, Heterogeneous System Architecture (HSA), AMD Mantle API, DirectX® 12 Technology, FMA4, AVX",
,on,"AMD Athlon™ 240GE","AMD Athlon™ Processors","AMD Athlon™ Desktop Processors with Radeon™ Vega Graphics",Desktop,YD240GC6M2OFB,,YD240GC6FBMPK,,2,4,3,3.5GHz,,,192KB,1MB,4MB,No,14nm,AM4,,"PCIe® 3.0",,,35W,,95°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2667MHz",,2,,"1000 MHz",,"Radeon™ Vega 3 Graphics",,
,on,6278,"AMD Opteron™","AMD Opteron™ 6200 Series Processor",Server,OS6278WKTGGGU,n/a,,,16,16,,2.4GHz,"Up to 3.3GHz",,768KB,16MB,16MB,No,32nm,G34,,n/a,,,115W,,69°C,,"Up to 2000MHz",DDR3,,,,,,,
,on,6276,"AMD Opteron™","AMD Opteron™ 6200 Series Processor",Server,OS6276WKTGGGU,n/a,,,16,16,,2.3GHz,"Up to 3.2GHz",,768KB,16MB,16MB,No,32nm,G34,,n/a,,,115W,,69°C,,"Up to 2000MHz",DDR3,,,,,,,
,on,"AMD Athlon™ 220GE","AMD Athlon™ Processors","AMD Athlon™ Desktop Processors with Radeon™ Vega Graphics","Boxed Processor",YD220GC6M2OFB,,YD220GC6FBMPK,,2,4,3,3.4GHz,,,192KB,1MB,4MB,No,14nm,AM4,,"PCIe® 3.0",,,35W,,95°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2667MHz",,2,,"1000 MHz",,"Radeon™ Vega 3 Graphics",,
,on,"FX-8800P with Radeon™ R7 Graphics","AMD FX-Series Processors","AMD FX-Series Processors for AIOs",All-in-One,FM880PAAY43KAD,n/a,,,4,4,8,2.1GHz,"Up to 3.4GHz",,,2MB,,No,28nm,FP4,,,,,,,90°C,,"Up to 2133MHz",DDR3,2,,"800 MHz",,"AMD Radeon™ R7 Graphics","Virtualization, AES, Catalyst Software, AMD FreeSync™ Technology, AMD Frame Rate Target Control, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Out of Band Manageability, Per Core Power Gating (CC6), AMD PowerNow!™, System Image Stability, AMD TrueAudio Technology, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, Heterogeneous System Architecture (HSA), AMD Mantle API, DirectX® 12 Technology, FMA4, AVX",
,on,"AMD Athlon™ 200GE","AMD Athlon™ Processors","AMD Athlon™ Desktop Processors with Radeon™ Vega Graphics","Boxed Processor","YD200GC6M2OFB / YD20GGC6M2OFB",YD200GC6FBBOX,YD200GC6FBMPK,,2,4,3,3.2GHz,,,192KB,1MB,4MB,No,14nm,AM4,,"PCIe® 3.0",,,35W,,95°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2667MHz",,2,,"1000 MHz",,"Radeon™ Vega 3 Graphics",,
,on,6274,"AMD Opteron™","AMD Opteron™ 6200 Series Processor",Server,OS6274WKTGGGU,n/a,,,16,16,,2.2GHz,"Up to 3.1GHz",,768KB,16MB,16MB,No,32nm,G34,,n/a,,,115W,,69°C,,"Up to 2000MHz",DDR3,,,,,,,
